Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2015060222904,28-May-15,21-May-15,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2015082725115,21-Aug-15,1-Aug-15,ABE,"Lehigh Valley International Airport, Allentown",-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$180.00 ,Settle
2015102326219,7-Oct-15,2-Oct-15,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Passenger Property Loss,Checked Baggage,Clothing,$60.00 ,Approve in Full
2015122027695,27-Oct-15,19-Oct-15,ABE,"Lehigh Valley International Airport, Allentown",Allegiant Air,Property Damage,Checkpoint,Personal Accessories,-,-
2015012220065,22-Jan-15,23-Dec-14,ABI,Abilene Regional,American Airlines  ,Property Damage,Checked Baggage,Home Decor,$0.00 ,Deny
2015081024734,5-Aug-15,14-Jul-15,ABI,Abilene Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$200.00 ,Approve in Full
2015092825697,7-Sep-15,6-Aug-15,ABI,Abilene Regional,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,Deny
2015010919746,9-Jan-15,24-Nov-14,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2015022720896,27-Feb-15,26-Feb-13,ABQ,Albuquerque International Sunport Airport,American Airlines  ,Passenger Property Loss,Checkpoint,-,$0.00 ,Deny
2015040721792,6-Apr-15,2-Jan-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Home Decor,$136.49 ,Settle
2015052722773,27-May-15,6-May-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Household Items,$0.00 ,Deny
2015060422932,29-May-15,20-Dec-14,ABQ,Albuquerque International Sunport Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Personal Electronics,$0.00 ,Deny
2015062523439,25-Jun-15,30-May-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2015072324120,15-Jul-15,14-Jun-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$121.89 ,Settle
2015072124032,21-Jul-15,7-Jul-15,ABQ,Albuquerque International Sunport Airport,USAir  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
2015073124423,22-Jul-15,29-May-15,ABQ,Albuquerque International Sunport Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015081824946,18-Aug-15,12-Aug-15,ABQ,Albuquerque International Sunport Airport,Jet Blue,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2015083125181,18-Aug-15,15-Aug-15,ABQ,Albuquerque International Sunport Airport,Aires Airline,Passenger Property Loss,Checked Baggage,Personal Accessories,$0.00 ,Deny
2015082525077,19-Aug-15,15-Aug-15,ABQ,Albuquerque International Sunport Airport,Alaska Airlines  ,-,Checked Baggage,Personal Accessories,-,-
2015092325581,4-Sep-15,16-Aug-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2015092825690,11-Sep-15,8-Aug-15,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink,$0.00 ,Deny
2015100125817,1-Oct-15,31-Jul-15,ABQ,Albuquerque International Sunport Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015111626893,26-Oct-15,12-Oct-15,ABQ,Albuquerque International Sunport Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015102926385,29-Oct-15,5-Oct-15,ABQ,Albuquerque International Sunport Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015112327063,3-Nov-15,12-Oct-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015122127713,7-Dec-15,10-Oct-15,ABQ,Albuquerque International Sunport Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2015080324436,20-Jul-15,20-May-15,ABR,Aberdeen Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2015110926712,19-Oct-15,7-Oct-15,ABR,Aberdeen Regional Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency; Jewelry & Watches,-,-
2015120227241,12-Nov-15,9-Nov-15,ABR,Aberdeen Regional Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015123128024,18-Dec-15,25-Nov-15,ABR,Aberdeen Regional Airport,Delta Air Lines  ,Complaint,Checkpoint,-,-,-
2015032021422,20-Mar-15,6-Mar-15,ACK,Nantucket Memorial Airport,Cape Air  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing; Clothing,$0.00 ,Deny
2015111826956,27-Oct-15,25-Oct-15,ACT,Waco Regional Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2015072224105,15-Jul-15,31-May-15,ACV,Arcata-Eureka,UAL  ,Passenger Property Loss,Checked Baggage,Currency; Currency; Other,$0.00 ,Deny
2015020320343,3-Feb-15,23-Jan-15,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Baggage/Cases/Purses,$47.50 ,Approve in Full
2015042922169,29-Apr-15,7-Apr-15,ACY,Atlantic City International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,$38.00 ,Approve in Full
2015050822389,8-May-15,23-Apr-15,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Clothing,$30.00 ,Approve in Full
2015070823700,30-Jun-15,18-Jun-15,ACY,Atlantic City International,Republic Airways,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015080624611,6-Aug-15,13-Jul-15,ACY,Atlantic City International,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015102226197,2-Oct-15,26-Aug-15,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checked Baggage,Computer & Accessories,$31.92 ,Settle
2015100525869,16-Sep-15,13-Aug-15,ADK,Adak Mitchell Field Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Outdoor Items,$0.00 ,Deny
2015013020310,30-Jan-15,18-Nov-14,ADQ,Kodiak State Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$65.01 ,Approve in Full
2015032621512,26-Mar-15,11-Feb-15,ADQ,Kodiak State Airport,Alaska Airlines  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2015071423780,1-Jul-15,30-May-15,AGS,Bush Field,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2015072023986,20-Jul-15,4-Jul-15,AGS,Bush Field,-,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015122927958,10-Dec-15,1-Dec-15,AGS,Bush Field,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$25.00 ,Approve in Full
2015011219787,12-Jan-15,17-Oct-14,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$10.86 ,Approve in Full
2015020420399,4-Feb-15,5-Jan-15,ALB,Albany International,USAir  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015020920503,9-Feb-15,3-Feb-15,ALB,Albany International,UAL  ,Property Damage,Checked Baggage,Other,$247.50 ,Settle
2015021320565,13-Feb-15,5-Jan-15,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$100.00 ,Approve in Full
2015021820652,18-Feb-15,17-Jan-15,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,$240.71 ,Approve in Full
2015031621239,11-Mar-15,28-Feb-15,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2015031721313,17-Mar-15,19-Feb-15,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Accessories,$0.00 ,Deny
2015041421906,14-Apr-15,15-Oct-14,ALB,Albany International,USAir  ,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,$82.00 ,Approve in Full
2015042422114,27-Apr-15,8-Apr-15,ALB,Albany International,USAir  ,Property Damage,Checkpoint,Personal Accessories,$192.78 ,Settle
2015050522313,28-Apr-15,18-Apr-15,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$19.00 ,Approve in Full
2015050822384,8-May-15,16-Apr-15,ALB,Albany International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$40.00 ,Approve in Full
2015051222472,8-May-15,13-Feb-15,ALB,Albany International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,$57.95 ,Approve in Full
2015052122677,21-May-15,16-Mar-15,ALB,Albany International,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,$46.00 ,Approve in Full
2015052222718,22-May-15,4-Sep-14,ALB,Albany International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015062623471,15-Jun-15,29-Apr-15,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2015062623472,15-Jun-15,29-Apr-15,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$0.00 ,Deny
2015081924980,19-Aug-15,19-Aug-15,ALB,Albany International,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,$47.09 ,Approve in Full
2015082625090,26-Aug-15,5-Aug-15,ALB,Albany International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches; Jewelry & Watches; Personal Electronics,$0.00 ,Deny
2015092125479,2-Sep-15,24-Aug-15,ALB,Albany International,Delta Air Lines  ,Property Damage,Checkpoint,Clothing,$310.30 ,Settle
2015091825430,4-Sep-15,6-Aug-15,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,$0.00 ,Deny
2015091825433,4-Sep-15,2-Aug-15,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015111926985,3-Nov-15,20-Oct-15,ALB,Albany International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Food & Drink,$0.00 ,Deny
2015120327254,16-Nov-15,1-Oct-15,ALB,Albany International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015120727322,19-Nov-15,22-Oct-15,ALB,Albany International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2015122027699,20-Dec-15,11-Sep-15,ALB,Albany International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015122327830,10-Dec-15,23-Nov-15,ALO,Waterloo Municipal Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2016010528115,21-Dec-15,17-Dec-15,ALO,Waterloo Municipal Airport,China Eastern Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2015020220336,2-Feb-15,11-Dec-14,ALW,Walla Walla Regional Airport,Horizon Air,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Other; Other,$0.00 ,Deny
2015080424551,3-Aug-15,18-Jul-15,ALW,Walla Walla Regional Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,$0.00 ,Deny
2015102826333,8-Oct-15,4-Oct-15,ALW,Walla Walla Regional Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Food & Drink,$45.74 ,Approve in Full
2015051822571,12-May-15,6-May-15,AMA,Rick Husband Amarillo International Airport,American Airlines  ,Property Damage,Checkpoint,Clothing,$21.64 ,Approve in Full
2015100825965,24-Sep-15,22-Sep-15,AMA,Rick Husband Amarillo International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015010919738,8-Jan-15,13-Dec-14,ANC,Ted Stevens Anchorage International Airport,USAir  ,Property Damage,Checked Baggage,Toys & Games,$0.00 ,Deny
2015020920480,9-Feb-15,26-Jan-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Travel Accessories,$0.00 ,Deny
2015021820691,17-Feb-15,5-Jan-15,ANC,Ted Stevens Anchorage International Airport,USAir  ,Property Damage,Checked Baggage,Toys & Games,$48.75 ,Approve in Full
2015031721265,17-Mar-15,21-Feb-15,ANC,Ted Stevens Anchorage International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$0.00 ,Deny
2015042922194,22-Apr-15,19-Apr-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2015052022625,20-May-15,9-May-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Home Decor,$136.94 ,Settle
2015052622729,26-May-15,18-May-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015060922973,29-May-15,8-May-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Other,$100.00 ,Approve in Full
2015061923246,10-Jun-15,1-Jun-15,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Food & Drink; Other,$100.00 ,Approve in Full
2015070123598,25-Jun-15,19-Apr-15,ANC,Ted Stevens Anchorage International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$174.50 ,Settle
2015070223625,25-Jun-15,14-Jun-15,ANC,Ted Stevens Anchorage International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015070723679,7-Jul-15,28-Jun-15,ANC,Ted Stevens Anchorage International Airport,UAL  ,Property Damage,Checked Baggage,Personal Electronics,$0.00 ,Deny
2015072824275,22-Jul-15,15-Jul-15,ANC,Ted Stevens Anchorage International Airport,Air Canada,Passenger Property Loss,Checkpoint,Clothing,$44.09 ,Settle
2015073024368,24-Jul-15,14-Jul-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches; Other; Other,$0.00 ,Deny
2015080724725,7-Aug-15,22-Jul-15,ANC,Ted Stevens Anchorage International Airport,Jet Blue,Property Damage,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015081224824,11-Aug-15,15-Jul-15,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015081324842,13-Aug-15,29-Jul-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015082125025,19-Aug-15,1-Aug-15,ANC,Ted Stevens Anchorage International Airport,American Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2015082425046,24-Aug-15,14-Aug-15,ANC,Ted Stevens Anchorage International Airport,-,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2015083125164,24-Aug-15,12-Aug-15,ANC,Ted Stevens Anchorage International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
2015092525641,11-Sep-15,18-Aug-15,ANC,Ted Stevens Anchorage International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,$149.00 ,Approve in Full
2015092825681,15-Sep-15,30-Aug-15,ANC,Ted Stevens Anchorage International Airport,UAL  ,Property Damage,Checked Baggage,Travel Accessories,-,-
2015102126164,1-Oct-15,12-Sep-15,ANC,Ted Stevens Anchorage International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2015102726312,2-Oct-15,10-Aug-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
2015102326222,7-Oct-15,20-Aug-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2015102826364,8-Oct-15,27-Sep-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
2015111226825,26-Oct-15,12-Oct-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
2015111626899,26-Oct-15,16-Sep-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Clothing,-,-
2015121127483,25-Nov-15,15-Nov-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2015123027987,15-Dec-15,2-Dec-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2016010428048,21-Dec-15,31-Oct-15,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
2015110526616,13-Oct-15,10-Oct-15,APN,Alpena County Regional Airport,-,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Currency,$0.00 ,Deny
2015010719671,7-Jan-15,30-Dec-14,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2015011219792,12-Jan-15,8-Jan-15,ASE,Aspen Pitkin County Sardy Field,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$445.00 ,Settle
2015050122264,29-Apr-15,29-Apr-15,ASE,Aspen Pitkin County Sardy Field,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,$0.00 ,Deny
2015062923516,23-Jun-15,5-Jan-15,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$0.00 ,Deny
2015081124812,11-Aug-15,19-Jul-15,ASE,Aspen Pitkin County Sardy Field,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,Deny
2015010519552,2-Jan-15,16-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2015010519591,5-Jan-15,28-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,-,Checked Baggage,Clothing; Other; Other,-,-
2015010719651,7-Jan-15,17-Nov-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$266.12 ,Settle
2015010719681,7-Jan-15,1-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,Deny
2015011219804,12-Jan-15,6-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Complaint,Checked Baggage,Clothing,-,-
2015011319818,13-Jan-15,4-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$10.95 ,Approve in Full
2015011319828,13-Jan-15,26-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,$0.00 ,Deny
2015011519905,13-Jan-15,28-Nov-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$95.18 ,Approve in Full
2015011419861,14-Jan-15,8-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015011519890,14-Jan-15,30-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$44.99 ,Approve in Full
2015011519904,15-Jan-15,26-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015011619951,16-Jan-15,28-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$138.99 ,Approve in Full
2015012220069,16-Jan-15,4-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
2015012019958,20-Jan-15,18-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,$0.00 ,Deny
2015012019991,20-Jan-15,16-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015012020003,20-Jan-15,30-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015012020014,20-Jan-15,7-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink; Toys & Games,-,-
2015012220077,22-Jan-15,2-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,Deny
2015012220080,22-Jan-15,30-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,-,$18.00 ,Approve in Full
2015012220082,22-Jan-15,19-Apr-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2015012220100,22-Jan-15,20-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,$0.00 ,Deny
2015012320121,23-Jan-15,14-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$0.00 ,Deny
2015012320130,23-Jan-15,18-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,$7.54 ,Approve in Full
2015012620167,23-Jan-15,31-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015012620145,26-Jan-15,13-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2015012620156,26-Jan-15,18-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science; Other,$0.00 ,Deny
2015012620175,26-Jan-15,7-Dec-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,Deny
2015012820223,28-Jan-15,29-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2015012820246,28-Jan-15,14-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming,$0.00 ,Deny
2015012820259,28-Jan-15,25-Oct-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$12.80 ,Approve in Full
2015012920283,29-Jan-15,27-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,Deny
2015013020290,30-Jan-15,10-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,$198.56 ,Approve in Full
2015013020300,30-Jan-15,23-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Cameras; Personal Electronics; Personal Electronics; Travel Accessories,$0.00 ,Deny
2015013020303,30-Jan-15,1-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Other,$419.72 ,Approve in Full
2015020220331,2-Feb-15,8-Nov-14,ATL,Hartsfield-Jackson Atlanta International Airport,Lufthansa  ,Property Damage,Checked Baggage,Clothing,$0.00 ,Deny
2015020620452,6-Feb-15,14-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checkpoint,-,$0.00 ,Deny
2015020620476,9-Feb-15,4-Nov-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,Deny
2015020920477,9-Feb-15,30-Jul-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,$0.00 ,Deny
2015020920481,9-Feb-15,6-Feb-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$895.56 ,Settle
2015020920501,9-Feb-15,29-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,$0.00 ,Deny
2015021120529,9-Feb-15,11-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,British Airways  ,Property Damage,Checked Baggage,Computer & Accessories,$0.00 ,Deny
2015021020509,10-Feb-15,31-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,$45.00 ,Approve in Full
2015021320616,12-Feb-15,31-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,$0.00 ,Deny
2015021320583,13-Feb-15,9-Jan-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,Deny
2015021720629,13-Feb-15,9-Feb-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,"$1,742.69 ",Approve in Full
2015021820668,18-Feb-15,8-Feb-15,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Travel Accessories,$13.00 ,Approve in Full
2015021820693,18-Feb-15,13-Feb-15,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,$0.00 ,Deny
